sku,imagen
015-10023,"https://source.unsplash.com/400x400/?Pinza,De,Punta,Media,Caña,Curva,6,PuLG.,Tolsen,(10023)"
2193,"https://source.unsplash.com/400x400/?Candado,Papaiz,60mm"
15118,"https://source.unsplash.com/400x400/?Llave,De,Tubo,Con,Criquet,Encastre,1/4,Ind,Tolsen"
35038,"https://source.unsplash.com/400x400/?Escuadra,De,Aluminio,25,Cm,Reforzada,Regla,Tolsen,35038,Color,Inox"
40072393,"https://source.unsplash.com/400x400/?Alicate,Miniatura,Punta,Redonda,5,,Truper"
Tb816/2/220/50,"https://source.unsplash.com/400x400/?Taladro,De,Banco,Gladiator,Pro,-,16mm,-,Color,Gris"
DWE-7492-b2,"https://source.unsplash.com/400x400/?Jgo.,Carbones,,Dwe7492-b2"
40547510,"https://source.unsplash.com/400x400/?Destornilador,Con,4puntas,Intercambiables,Truper"
441-0140,"https://source.unsplash.com/400x400/?Lija,Al,Agua,Norton,Grano,600,X10u"
019-1067,"https://source.unsplash.com/400x400/?Desmalezadora,Arranque,Eléctrico,52cc,Hyundai,Hybps520"
019-5630,"https://source.unsplash.com/400x400/?Sierra,Caladora,A,Bateria,Hyundai,20v,S/bat,S/carg,K37"
WLBP550,"https://source.unsplash.com/400x400/?Bateria,20v,5ah,P20s,Wadfow,Wlbp550,Maquinas,Césped,Taladro"
WMG1E03,"https://source.unsplash.com/400x400/?Guantes,Para,Mecánico,Microfibra,Wadfow,Wmg1e03,Azul"
IE10250/1/220 BS,"https://source.unsplash.com/400x400/?Soldadora,Inverter,Electrodo,Neo,220v,Conectores,1/2"
267970,"https://source.unsplash.com/400x400/?Impermeabilizante,Aerosol,Rust-oleum,Leak,Seal,Blanco,354,Ml"
IW2143,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,0.7,Mm."
,"https://source.unsplash.com/400x400/?Zapato,Negro,Sin,Puntera,T41,Lavoro,-,Ferreteria,Armhel"
hsh501502,"https://source.unsplash.com/400x400/?Arnes,De,Seguridad,1,Punto,Ingco,Hsh501502,*ub*,Color,Anaranjado"
390373,"https://source.unsplash.com/400x400/?Sierra,Copa,Stronger,Con,Dientes,De,Widia,105mm"
31034,"https://source.unsplash.com/400x400/?Llave,Ajustable,(francesa),Aislada,1000v,6',Bahco,Rojo"
32046,"https://source.unsplash.com/400x400/?Set,Tolsen,Limas,6,Pcs."
466-0248,"https://source.unsplash.com/400x400/?Pincel,Para,Tintes,Y,Barnices,419,X,2,-,Atlas"
84-015,"https://source.unsplash.com/400x400/?,Pinza,Pico,Loro,Stanley,10,,Perfil,Delgado"
6641,"https://source.unsplash.com/400x400/?Llave,Combinada,Bahco,23mm"
69-256,"https://source.unsplash.com/400x400/?Juego,De,Llaves,Allen,Con,Punta,Redonda,9ud,Stanley,69-256,Color,Plateado"
44911,"https://source.unsplash.com/400x400/?Escuadra,Magnetica,Para,Soldadura,100,Mm,23kg,Tolsen"
337883,"https://source.unsplash.com/400x400/?Pintura,Tizada,Ultra,Mate,Chalked,Al,Agua,0,887,L,Rust,Oleum,Color,Crema,Gasa"
Wwb2141,"https://source.unsplash.com/400x400/?Carro,De,Carga,200kg,Ruedas,Neumaticas,,Wadfow,Color,Azul"
PDG5501,"https://source.unsplash.com/400x400/?Amoladora,Recta,Pdg5501,550w,6mm,Ingco"
90191,"https://source.unsplash.com/400x400/?Cortadora,Cesped,El.stark,Pro,Gh400e,C/rec"
iw1370,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,18,Mm"
31034,"https://source.unsplash.com/400x400/?Llave,Ajustable,1000v,8070,165mm,Bahco,"
69-253,"https://source.unsplash.com/400x400/?Llaves,Bristol,Stanley,Jgo,10,Pc,1.5,10mm,69-253"
358949,"https://source.unsplash.com/400x400/?Aerosol,R.o,Bañeras/azulejos,Blanco,340gr"
75700,"https://source.unsplash.com/400x400/?Mandril,Sierra,Copa,Tolsen,3/8,14-30mm,Broca,Helicoidal,-sc"
CACLI2012,"https://source.unsplash.com/400x400/?Compresor,De,Aire,160psi,11bar,P20s,S/bat,Ingco,Color,Naranja,Claro,Fase,Eléctrica,Monofásica,694"
IW1342,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,13,Mm"
015-31018,"https://source.unsplash.com/400x400/?Tijera,Podar,8,,Profesional,Tolsen"
015-10003,"https://source.unsplash.com/400x400/?Alicate,Tolsen,C/diagonal,160,Mm,(6,)"
16-106,"https://source.unsplash.com/400x400/?Formón,Para,Madera,Serie,5000,3/8,,(10mm),Stanley"
CIDLI12201,"https://source.unsplash.com/400x400/?Atornillador,Percutor,12v,S12,X2,Baterias,Ingco,Cidli12201,Amarillo"
IMET9140/220,"https://source.unsplash.com/400x400/?Soldadora,Mig,Flux,Inverter,Mma,Tig,140a,Neo"
TB41084,"https://source.unsplash.com/400x400/?Mecha,Alta,Hss,Largas,Lenox,3,X,100mm."
,"https://source.unsplash.com/400x400/?Amoladora,Angular,7,,,2200wat,Hitachi"
260771,"https://source.unsplash.com/400x400/?Aerosol,Auto,Alta,Temperatura,Transparente,Rust-oleum"
335345,"https://source.unsplash.com/400x400/?Aerosol,Ultra,Mate,Rosa,Pálido,Rust-oleum,Chalked,340g,Para,Interior"
HKISSD12072L,"https://source.unsplash.com/400x400/?Set,X7,Dados,Impacto,1/2,Ingco"
29-17,"https://source.unsplash.com/400x400/?Fumigador,Manual,Sg,71,18l,Stihl,"
180302,"https://source.unsplash.com/400x400/?Juego,De,Macho,Unf,5/16,X,24,Hilos,,3,Pzs,-,Tres,Triangulos"
DWE6421,"https://source.unsplash.com/400x400/?Lijadora,Roto-orbital,280w,Dewalt,Dwe6421"
293-1325,"https://source.unsplash.com/400x400/?Hojas,De,Sierra,De,Calar,Dual,Cut,6-30mm,Starrett,Bu3dc"
441-0070,"https://source.unsplash.com/400x400/?Lija,Al,Agua,Norton,Grano,220,X10u"
387573,"https://source.unsplash.com/400x400/?Aerosol,Ultra,Cover,5,En,1,R.oleum,Negro,Satinado"
SS30,"https://source.unsplash.com/400x400/?Lijadora,Roto,Orbital,Stanley,Ss30,300w,5,125mm,Color,Amarillo,Frecuencia,50,Hz"
7862117300045,"https://source.unsplash.com/400x400/?Pegatanke,Soldadura,Epoxica,Color,Blanco"
WTB6A02,"https://source.unsplash.com/400x400/?Set,2,Cajas,Herramientas,Metal,Plastico,15.5,18.5,Wtb6a02,Color,Azul"
CRSLI2108,"https://source.unsplash.com/400x400/?Sierra,Sable,Brushless,Motor,S/bat,S/carg,Ingco,Crsli2108"
40070195,"https://source.unsplash.com/400x400/?Alicate,De,Electricista,6'',Truper,17306"
83-506,"https://source.unsplash.com/400x400/?Prensas,,C,,Stanley,6,"
HKTS12122,"https://source.unsplash.com/400x400/?Juego,12,Dados,Tubo,Llave,Crique,1/2,Hkts12122,-,Smf,Negro"
HTBG08,"https://source.unsplash.com/400x400/?Bolso,De,Herramientas,Ingco,16,Bolsillos,16,Htbg,Color,Negro"
CGTLI203285,"https://source.unsplash.com/400x400/?Bordeadora,20v,C,Bateria,Y,Cargador,Ingco,Cgtli203285"
AG220018,"https://source.unsplash.com/400x400/?Amoladora,Angular,Ingco,Ag220018,9,2200w"
HPWR28008,"https://source.unsplash.com/400x400/?Hidrolavadora,Industrial,Ingco,180bar,2800w,7.3l"
015-15239,"https://source.unsplash.com/400x400/?Llave,Con,Criquet,Cabeza,Movil,13mm,Tolsen"
SL229,"https://source.unsplash.com/400x400/?Amoladora,Angular,Stanley,9,(230mm),2200w,Stgl2223,K37,Color,Amarillo"
262171,"https://source.unsplash.com/400x400/?Pintura,Aerosol,Ultra,Cover,Colores,340,Ml,Rust,Oleum,Rex,Color,Aluminio,Metalico"
COSLI23011,"https://source.unsplash.com/400x400/?Kit,Llave,De,Impacto,20v,+,Linterna,Recargable,+,Dados,Impac"
802-5030,"https://source.unsplash.com/400x400/?Llave,Combinada,Gedore,1b,Crv,8,Mm,Plateado"
DM2002,"https://source.unsplash.com/400x400/?Tester,Multimetro,Digital,Ingco,Dm200,Iec1010,Profesional"
313392,"https://source.unsplash.com/400x400/?Aerosol,Rust,Oleum,Protec.oxido,Metal,Oro,Rosa,312gr"
8025220,"https://source.unsplash.com/400x400/?Llaves,Combinadas,Crv,1,Gedore,1b"
803-5020,"https://source.unsplash.com/400x400/?Llave,Combinada,Gedore,1b,Crv,8,Mm,Plateado"
75701,"https://source.unsplash.com/400x400/?Mandril,Sierra,Copa,Tolsen,7/16,32-152mm,Broca,Helicoidal,Sc"
019-6803,"https://source.unsplash.com/400x400/?Pistola,De,Calor,Hyundai,Hyhg03,-,2000w"
280124,"https://source.unsplash.com/400x400/?Esmalte,Rust-oleum,Farm,&,Implement,Pintura,Verde,Jd,Aerosol,340g"
548-0865,"https://source.unsplash.com/400x400/?Sierra,De,Copa,Fast,Cut,De,37,Mm,(1,7/16,Pulgadas),Starrett"
281954,"https://source.unsplash.com/400x400/?Zinsser,Bulls,Eye,1-2-3,,Pfijador,Blanco,3.78,L"
272052,"https://source.unsplash.com/400x400/?Aerosol,R.oleum,Protector,Oxido,Metal,Plata,312g"
WCP5374,"https://source.unsplash.com/400x400/?Prensa,Plastica,6,PuLG,Wadofw"
50400390,"https://source.unsplash.com/400x400/?Lámpara,Led,15w,Fría,Wellmax"
015-15236,"https://source.unsplash.com/400x400/?Llave,Con,Criquet,C,-,Movil,,,10mm,Tolsen"
AMN365A01,"https://source.unsplash.com/400x400/?Adaptador,Dados,Encastre,1/4,Magnetico,,Ingco"
10092,"https://source.unsplash.com/400x400/?Alicate,Saca,Seguro,Exterior,Curvo,Tolsen,10092"
69-148,"https://source.unsplash.com/400x400/?Destornillador,Pro,Punta,Phillips,#3,X,6,(152mm)"
358859,"https://source.unsplash.com/400x400/?Aerosol,R.oleum,Alta,Temperatura,Negro,Mate,340grs"
5605-771-4006,"https://source.unsplash.com/400x400/?Lima,Redonda,Stihl,5/32,Para,Motosierra,,4,0,Mm"
136-0400,"https://source.unsplash.com/400x400/?Quijada,Cortabulon,Record,14,,914,"
SOCRM020225BER,"https://source.unsplash.com/400x400/?Esmalte,Sint,Brillante,Bermellon,225ml"
019-6411,"https://source.unsplash.com/400x400/?Sierra,Caladora,850w,Hyundai"
DW00717,"https://source.unsplash.com/400x400/?Mechas,Dewalt,160,X,16mm,Sds,Plus,Pvs,A/s"
913001,"https://source.unsplash.com/400x400/?Electrodo,Aga,Linde,R11,2.5,Mm,Punta,Roja,Caja,1,Kg"
IW904,"https://source.unsplash.com/400x400/?Kit,De,Perforación,De,Hormigón,Irwin,De,6,Mm,X,100,Mm"
HMBSK30082,"https://source.unsplash.com/400x400/?Ingletadora,Manual,300mm,C,Serrucho,Ingco,Hmbsk30082"
262098,"https://source.unsplash.com/400x400/?Aerosol,Blanco,Brillante,Cover,Rust-oleum"
84-397,"https://source.unsplash.com/400x400/?Pinza,Presión,Tipo,Soldador,Stanley,9,Pulgadas,84-397"
25037,"https://source.unsplash.com/400x400/?Maza,De,Goma,Negra,675,Grs,Cabo,De,Fibra,Tolsen,25037"
351516,"https://source.unsplash.com/400x400/?Aerosol,U.cover,2xturquesa,Antiguo,Satinado,Rust,Oleum"
262205,"https://source.unsplash.com/400x400/?Pintura,Aerosol,Ultra,Cover,Colores,340,Ml,Rust,Oleum,Rex,Color,Rojo,Colonial,Brillante"
466-0252,"https://source.unsplash.com/400x400/?Cepillo,De,Barniz,Atlas,419x2,1/2,Para,Esmaltes,Y,Cerdas,Marrones,Castaño"
86-583,"https://source.unsplash.com/400x400/?Torcometro,Aguja,Stanley,1/2"
015-31073,"https://source.unsplash.com/400x400/?Serrucho,Para,Madera,Carpintero,Tolsen,22,PuLG(31073,)"
019-1070,"https://source.unsplash.com/400x400/?Desmalezadora,Hyundai,52cc,(019-1070),1.9,Hp,"
DW00728,"https://source.unsplash.com/400x400/?Mechas,Dewalt,200,X,22mm,Sds,Plus,Pvc,A/s"
HRHT281002,"https://source.unsplash.com/400x400/?Mini,Rodillo,Microfibra,100mm,4,Interior,Ingco,Hrht281002"
31016,"https://source.unsplash.com/400x400/?Llave,Allen,1000v,Bahco,6mm"
HKISSD12071,"https://source.unsplash.com/400x400/?Set,X7,Dados,De,Impacto,1/2,,Cr-mo,Ingco,Hkissd12071"
,"https://source.unsplash.com/400x400/?,Macho,Semiconico,5/8,X,11,Hilos,(1,Unidad),Tres,Triangulos"
ING-MMA18059,"https://source.unsplash.com/400x400/?Soldadora,Inverter,180a,Led,,Ingco,Mma18059"
015-25104,"https://source.unsplash.com/400x400/?Juego,Letras,De,Marcar,Golpe,6,Mm,27,Pzas,Tolsen,25104"
STHT10321,"https://source.unsplash.com/400x400/?Cortador,Trincheta,Stanley,18mm"
1802073,"https://source.unsplash.com/400x400/?Juego,De,Macho,M12,X,1,25,-,3,Pzs,-,Tres,Triangulos,-,Armhel"
441-0010,"https://source.unsplash.com/400x400/?Lija,Para,Madera,Norton,Grano,60,X10un"
180405,"https://source.unsplash.com/400x400/?Juego,De,Macho,Bspf,5/8,X,14,Hilos,,2,Pzs-tres,Triángulos"
DT9410,"https://source.unsplash.com/400x400/?Mechas,Dewalt,16x400x540mmsds,Max,Alem.c/estuche"
iw1117,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,13/64,"
20003,"https://source.unsplash.com/400x400/?Destornillador,Plano,5.5,X,100,Mm,Imantado,Tolsen,20003"
iw884,"https://source.unsplash.com/400x400/?Mecha,Concreto,Irwin,6x100mm,1/4,,En,Pvc"
441-2120,"https://source.unsplash.com/400x400/?,Hoja,Tela,Esmeril,Norton,Grano,320,(x5unidades)"
10062,"https://source.unsplash.com/400x400/?Cortabulones,(ind),24,,Tolsen"
30-204,"https://source.unsplash.com/400x400/?Cinta,De,Acero,Trena,,3,M,,10,Mm,,Color,Amarillo,-,Stanley"
HWSG032,"https://source.unsplash.com/400x400/?Puntero,Para,Manguera,Ingco"
2192,"https://source.unsplash.com/400x400/?Candado,De,Bronce,Doble,Traba,2,Llaves,50mm,Papaiz,Dorado"
AMN65061,"https://source.unsplash.com/400x400/?Juego,6,Dados,Magnetico,Con,Encastre,1/4,Para,Taladro,Ingco"
42172155,"https://source.unsplash.com/400x400/?Fresa,Para,Router,Corte,Recto,1/4,Truper,-,Ferreteria,Armhel"
426685,"https://source.unsplash.com/400x400/?Fresa,Widia,Para,Moldurar,1/2,,Stronger,"
CROSLI2002,"https://source.unsplash.com/400x400/?Lijadora,Rotorbital,20v,Vel,Variable,Ingco,S/bate,Ni,Carg,Amarillo,50/60hz"
KC1601,"https://source.unsplash.com/400x400/?Broquero,5/8,+,Llave,Ingco,Kc1601"
TR150,"https://source.unsplash.com/400x400/?Engrapadora,Sharpshooter,Stanley,Tr150hl,Uso,Pesado,|,Km"
262172,"https://source.unsplash.com/400x400/?Aerosol,Uva,Ultra,Cover,Rust-oleum,"
15241,"https://source.unsplash.com/400x400/?Llave,Combinada,Con,Criquet,Tolsen,15,Mm,15211"
41140234,"https://source.unsplash.com/400x400/?Guantes,Nylon,Recubierto,Nitrilo,Medianos,13294,6,Pz"
F0120750,"https://source.unsplash.com/400x400/?Cortadora,De,Cerámica,Y,Azulejos,Skil,F012,0750,Ab"
iw1113,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,9/64,"
10290,"https://source.unsplash.com/400x400/?Alicate,Largo,11,,Recto,Tolsen"
322641,"https://source.unsplash.com/400x400/?Ultra,Cover,Esmalte,Al,Agua,Protección,Transparente,0,946l"
,"https://source.unsplash.com/400x400/?,Macho,Semiconico,1/2,X,12,Hilos,(1,Unidad),Tres,Triangulos"
HPS13601,"https://source.unsplash.com/400x400/?Aspersor,Espiga,Regador,Jardin,Ingco,Hps13601"
40028254,"https://source.unsplash.com/400x400/?Grasa,De,Calcio,Para,Chasis,450,G,Truper,101571"
IW1231,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,3.75,Mm"
HHS6301,"https://source.unsplash.com/400x400/?Tijera,Podar,Industrial,Corta,Cerco,60cm,Ingco,Hhs6301,Negro"
HDCD28150,"https://source.unsplash.com/400x400/?Calibre,Digital,Ip54,0-150mm,Hdcd28150,Ingco"
PTWT215002,"https://source.unsplash.com/400x400/?Termofusora,Industrial,1500w,-con,6,Boquillas,-"
69-111,"https://source.unsplash.com/400x400/?Destornillador,Stanley,Pro,3/16x4,(-)(69-111)(stht69111)"
DW00721,"https://source.unsplash.com/400x400/?Mechas,Dewalt,210,X,18mm,Sds,Plus,Pvc,A/s"
26239,"https://source.unsplash.com/400x400/?Masilla,Fibra,De,Madera,Petrilac,Natural,X,225,Gr"
WLBP550,"https://source.unsplash.com/400x400/?Bateria,20v,5ah,P20s,Wadfow"
GG148,"https://source.unsplash.com/400x400/?Ff,Pistola,De,Silicona,11mm,Caliente,100,Watt,Ingco,Gg148"
iw1294,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,9,Mm"
262194,"https://source.unsplash.com/400x400/?Pintura,Aerosol,Rust,Oleum,Ultra,Cover,2x,Satinado,430,Ml,Color,Nuez,Moscada,Satinada"
iw1388,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,25,Mm"
188,"https://source.unsplash.com/400x400/?Masilla,Epoxi,Poxilina,250g"
272073,"https://source.unsplash.com/400x400/?Pintura,En,Aerosol,De,Acabado,Metálico,Rust-o,Color,Plata"
015-75878,"https://source.unsplash.com/400x400/?Set,De,3,Brocas,Escalonadas,Para,Metal,4-32,Mm,-,Tolsen"
V750Q,"https://source.unsplash.com/400x400/?Bomba,De,Agua,Sumergible,750w,Equus,Para,Riego,Y,Drenaje,Color,Plateado"
180401,"https://source.unsplash.com/400x400/?Juego,De,Macho,Bspf,1/4,X,19,Hilos,,2,Pzs,-,Tres,Triangulos"
20008,"https://source.unsplash.com/400x400/?Destornillador,Phillips,Ph,2,X,150,Mm,Imantado,Tolsen,20008"
DW4916M,"https://source.unsplash.com/400x400/?Cepillo,De,Acero,Trenzado,De,4,Tazas,-,Dw4916m,Dewalt"
Akdb1088,"https://source.unsplash.com/400x400/?Set,8,Mechas,Para,Metal,Hss,3mm,A,10mm,Ingco"
CSGLI2004,"https://source.unsplash.com/400x400/?Pistola,De,Pintar,Ingco,20v,800,Ml/min,+,Accesorios,Amarillo,Y,Negro"
16791,"https://source.unsplash.com/400x400/?Alicate,De,Corte,Diagonal,6.1/4,,Bahco"
015-31024,"https://source.unsplash.com/400x400/?Tijera,Podar,Extensible,Cortacerco,Mango,Acero,Tolsen"
180735,"https://source.unsplash.com/400x400/?Dado,Terraja,,3,Triangul,3/8,X24c1,,Unf"
LIM522,"https://source.unsplash.com/400x400/?Lima,Para,Afilar,Cadenas,De,Motosierra,5/32,,,5,2mm"
598618400205036,"https://source.unsplash.com/400x400/?Cinta,Enmascarar,W-max,36mmx50mt"
AA1218/4/220,"https://source.unsplash.com/400x400/?Amoladora,Angular,180mm,2700w,Neo,Next,-,Aa1218/4/220"
IMET9200/1/220,"https://source.unsplash.com/400x400/?Soldadora,Inverter,Mig,Tig,Electrodo,Neo,Gris"
262201,"https://source.unsplash.com/400x400/?Aerosol,Lila,Satinado,Ultra,Cover,Rust-oleum,"
42050252,"https://source.unsplash.com/400x400/?Marro,Octagonal,4,Lbs,,Mango,Fibra,De,Vidrio,,Truper,,16536"
426690,"https://source.unsplash.com/400x400/?Fresa,Widia,Para,Moldurar,1-1/2,,Stronger"
31024,"https://source.unsplash.com/400x400/?Llave,Fija,1000v,Bahco,14mm,"
iw1109,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,5/64,"
TN0829,"https://source.unsplash.com/400x400/?Caja,Herramientas,13,Tramontina,Gmd,Negro/amarillo"
STHR1232K,"https://source.unsplash.com/400x400/?Rotomartillo,Sds,Plus,1250w,Stanley,"
iw1279,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,7.75,Mm"
HCG1809,"https://source.unsplash.com/400x400/?Pistola,Aplicar,Silicona,230mm,Ingco"
019-1969,"https://source.unsplash.com/400x400/?Aspiradora,Hyundai,Hysv15,15lts,Acero,Inoxidable,1000w,Ub,Gris"
015-10161,"https://source.unsplash.com/400x400/?Prensa,Sargento,50,X,150,Carpinteria,Tolsen"
33008,"https://source.unsplash.com/400x400/?Set,Dado,Terraja,Caño,Tolsen,Pvc,,,1/2,-3/4,-1"
3578,"https://source.unsplash.com/400x400/?Bomba,De,Agua,Periferica,1/2hp,Goldex"
75451,"https://source.unsplash.com/400x400/?Punta,Cincel,Plano,Demoledor,Hexag.,Tolsen,17x280x22mm,H,Y,T"
Cabli204282,"https://source.unsplash.com/400x400/?Sopladora,A,Bateria,P20s,2,Bat,Cabli204282,Ingco,Color,Amarillo"
42050250,"https://source.unsplash.com/400x400/?Marro,Octagonal,3,Lbs,,Mango,Fibra,De,Vidrio,Truper,19883"
DBC0522801,"https://source.unsplash.com/400x400/?Cincel,Encastre,Hexagonal,17x280mm,Demoledor,Pdb13008"
20182,"https://source.unsplash.com/400x400/?Juego,2,Destornilladores,100,Mm,Tolsen,20182"
SI00108,"https://source.unsplash.com/400x400/?Soldador,Lapiz,De,Estaño,100w,Ingco"
180209,"https://source.unsplash.com/400x400/?Juego,De,Macho,M14,X,2,0,-,3,Pzs,-,Tres,Triangulos"
Wwm1l20,"https://source.unsplash.com/400x400/?Termofusora,2000w,20-63mm,0-300,Wadfow,Wwm1l20"
015-75852,"https://source.unsplash.com/400x400/?Sierra,Copa,Bimetalica,152,Mm,Tolsen"
40072420,"https://source.unsplash.com/400x400/?Pinza,Alicate,De,Corte,Para,Electronica,5'',Truper,Expert"
HQBC01602,"https://source.unsplash.com/400x400/?Prensa,Rapida,Auto,Ajustable,12,,60kg,Ingco,"
HKSD0818,"https://source.unsplash.com/400x400/?Desarmador,De,Punta,Intercambiable,Ingco,Hksd0818,Con,Mango,Ergonómico,De,Plastico/goma"
33040,"https://source.unsplash.com/400x400/?Balonadora,3,-,16-5,-,8,,Tolsen"
8179,"https://source.unsplash.com/400x400/?Llave,Combinada,15,Mm,Tramontina,Pietra,Tre15,Plateado"
DWE4120,"https://source.unsplash.com/400x400/?Miniesmeril,Angular,Dewalt,Dwe4120,De,50,Hz/60,Hz,Amarillo,900,W,+,Accesorio"
PDP130018,"https://source.unsplash.com/400x400/?Martillo,Demoledor,Super,Select,20j,1300w,Pdb130018,Ingco,Amarillo"
HETGA031,"https://source.unsplash.com/400x400/?Detector,Medidor,Digital,Fugas,De,Gas,Butano,Propano,Metano,Color,Marrón"
STGS8115,"https://source.unsplash.com/400x400/?Amoladora,Angular,900w,115mm,-stanley,"
335349,"https://source.unsplash.com/400x400/?Rust-oleum,Chalked,Pintura,Tizada,Verde,Estanque,Aerosol,Ultra,Mate,432ml"
iw892,"https://source.unsplash.com/400x400/?Mecha,Concreto,Irwin,12x150mm,15/32,En,Pvc"
TB41144,"https://source.unsplash.com/400x400/?Mecha,Alta,Hss,Largas,Lenox,8,X,165mm"
180717,"https://source.unsplash.com/400x400/?Dado,Terraja,3,Triangu,3/8,X16c1.1/2,Bsw"
dwe560,"https://source.unsplash.com/400x400/?Sierra,Circular,Dewalt,7,1/4,1400w,Dwe560,Amarillo"
TRI7150,"https://source.unsplash.com/400x400/?Tripode,Alpha,Pro,1.5mt,Aluminio,Rosca,1/4-5/8,,Tri7150"
84-397,"https://source.unsplash.com/400x400/?Pinza,Morsa,Stanley,De,Presion,Tipo,Soldador"
015-35047,"https://source.unsplash.com/400x400/?Metro,Madera,2mts,Tolsen"
441-0030,"https://source.unsplash.com/400x400/?Lija,Al,Agua,Norton,Grano,100,X10u"
WHLL3AAA5,"https://source.unsplash.com/400x400/?Linterna,Frontal,100,Lumenes,Alcance,91m,Ipx4,Wadfow"
019-6211,"https://source.unsplash.com/400x400/?Rotomartillo,Hyundai,Hyth211,850w,Azul"
548-0930,"https://source.unsplash.com/400x400/?Sierra,Copa,Cut,54mm,Starrett"
RGH9028-2,"https://source.unsplash.com/400x400/?Kit,Rotomartillo,C/mandril,Adaptador,Ingco,Rgh9028-2,+,Guant,Amarillo/negro,50,Hz/60,Hz"
HICP28188,"https://source.unsplash.com/400x400/?Pinza,De,Electricista,Universal,7´´,Ingco,Aislada,1000,V"
019-6318,"https://source.unsplash.com/400x400/?Amoladora,Angular,A,Bateria,Hyundai,115mm,Hycag20,-,Sti,Color,Azul,Frecuencia,50hz"
16-125,"https://source.unsplash.com/400x400/?Formon,Stanley,X,3,Largo,(juego),(16-125la)"
86-970,"https://source.unsplash.com/400x400/?Llave,Combinada,Stanley,86-970,Mediano"
TB41120,"https://source.unsplash.com/400x400/?Mecha,Alta,Hss,Largas,Lenox,6,X,139mm"
86372,"https://source.unsplash.com/400x400/?Barra,Extension,Stanley,Enc.,1/4,10,"
441-0040,"https://source.unsplash.com/400x400/?Lija,Al,Agua,Norton,Grano,120,X10u"
HHS6301,"https://source.unsplash.com/400x400/?Tijera,Podar,Industrial,Corta,Cerco,60cm,Ingco,Hhs6301"
15309,"https://source.unsplash.com/400x400/?Llave,Ajustable,8,,Tolsen"
,"https://source.unsplash.com/400x400/?Dado,Terraja,3,Triangu,14x1.5mm,C.1.1/2,"
277-0305,"https://source.unsplash.com/400x400/?Sierra,Circular,Eléctrica,Makita,5007n,185mm,1.8kw,Turquesa"
84-398,"https://source.unsplash.com/400x400/?Pinza,Morsa,Stanley,De,Presion,P/chapa"
262156,"https://source.unsplash.com/400x400/?Aerosol,U.cover,2x,Azul,Brillante,Rust,Oleum"
15242,"https://source.unsplash.com/400x400/?Llave,Con,Criquet,Cabeza,Movil,16mm,Tolsen"
015-75873,"https://source.unsplash.com/400x400/?Mecha,Escalonada,4,-,32mm,R/titanium"
16-111,"https://source.unsplash.com/400x400/?Formón,Stanley,19,Mm,16111,Serie,5000,Para,Madera"
GG903/1/220,"https://source.unsplash.com/400x400/?Garlopa,82mmx3mm,900w,Neo,Color,Gris"
AA1223/5/220,"https://source.unsplash.com/400x400/?Amoladora,Angular,Aa,1223/5/220"
293-1330,"https://source.unsplash.com/400x400/?Juego,De,Sierras,Tico-tico,Mdf,De,2,Hojas,Bu2dcs-2,Dualcut,Starrett"
80222,"https://source.unsplash.com/400x400/?Llave,Combinada,Estriada,Stanley,Stmt80222-840,De,12,Mm"
20377,"https://source.unsplash.com/400x400/?Puntas,/,Dados,Tolsen,1/4,Set,32,Pcs"
TP1010/12C1,"https://source.unsplash.com/400x400/?Taladro,Percutor,A,Bateria,12v,(incluye,1,Batería),Neo"
,"https://source.unsplash.com/400x400/?Amoladora,Angular,De,5,,Aa1025/220,-,Ferretería,Armhel,"
80-225,"https://source.unsplash.com/400x400/?Llaves,Combinadas,15mm.,Stanley,Basic,Color,Plateado"
31032,"https://source.unsplash.com/400x400/?Tijera,Podar,,Bypass,Curva,Profesional,8,,Tolsen"
80218,"https://source.unsplash.com/400x400/?Llaves,Combinadas,9mm.,Stanley,Basic"
272130,"https://source.unsplash.com/400x400/?Aerosol,Verde,Fluorescente,Rust-oleum,"
31020,"https://source.unsplash.com/400x400/?Llave,Fija,1000v,Bahco,9mm"
KC13201,"https://source.unsplash.com/400x400/?Mandril,Para,Taladro,Auto,Ajustable,13mm,Rosca,1/2"
292323,"https://source.unsplash.com/400x400/?Pintura,Aerosol,Ultra,Cover,Colores,340,Ml,Rust,Oleum,Rex,Color,Coral,Brillante"
HUKB6001,"https://source.unsplash.com/400x400/?Hoja,Repuesto,X10,Trincheta,61x19mm"
16-876,"https://source.unsplash.com/400x400/?Formón,Stanley,,5/8,,,16mm"
