sku,imagen
015-25380,"https://source.unsplash.com/400x400/?Set,Formones,3p.,,1/2-3/4-1,,Tolsen"
2969,"https://source.unsplash.com/400x400/?Bordeadora,Stihl,Fs,38"
16-873,"https://source.unsplash.com/400x400/?Cincel,Biselado,De,1/2,Pulgada,Y,12,Mm,Para,Stanley,Wood"
101606,"https://source.unsplash.com/400x400/?Cinta,Enmascarar,Adelbras,24x50mt"
600,"https://source.unsplash.com/400x400/?La,Gotita,Pegamento,Adhesivo,Profesional,10ml,/"
HSU025001,"https://source.unsplash.com/400x400/?Sopapa,Ventosa,Pinza,Doble,Vidriero,Porcelanato,Sacabo,Ingco"
HTBP010128,"https://source.unsplash.com/400x400/?Canana,Porta,Herramientas,35x32cm,Max,10kg,Ingco"
79685,"https://source.unsplash.com/400x400/?Set,Herramientas,C/taladro,710w,13mm,95,P"
262170,"https://source.unsplash.com/400x400/?Rust-oleum,Ultra,Cover,2x,Satinado,Transparente"
20005,"https://source.unsplash.com/400x400/?Destornillador,Tolsen,Paleta,8.0x150,Mm,Imantado"
PTK004,"https://source.unsplash.com/400x400/?Pegamento,Epóxico,Soldadura,De,Epoxi,Negro,Pegatanke,43g"
86-208,"https://source.unsplash.com/400x400/?Barra,Extension,Stanley,Enc.,3/8,10,"
iw1126,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,11/32,"
426611,"https://source.unsplash.com/400x400/?Fresa,Widia,Para,Ranurar,3/16,,Stronger"
015-25030,"https://source.unsplash.com/400x400/?Martillo,Galponero,Cabo,De,Fibra,450,Grs,Tolsen,25030"
90197,"https://source.unsplash.com/400x400/?Cortadora,Cesped/pasto,Pro,Gs,350,E,"
DW00731,"https://source.unsplash.com/400x400/?Mechas,Dewalt,260,X,25mm,Sds,Plus,Pvc,A/s"
69-257,"https://source.unsplash.com/400x400/?Jgo,De,12,Llaves,Hexagonales,Largas,Con,Punta,Redonda,"
548-0130,"https://source.unsplash.com/400x400/?Sierra,En,Forma,De,Copa,De,Diamante,De,30,Mm,Con,Varilla,Starrett,-,De030m"
HAX03010008,"https://source.unsplash.com/400x400/?Hacha,Pro,1000gr,Hax03010008,Ingco"
PP415,"https://source.unsplash.com/400x400/?Pulverizador/fumigador,F&g,1.5,L,"
57504,"https://source.unsplash.com/400x400/?Amoladora,Angular,9'',2600w,Deko"
69-104,"https://source.unsplash.com/400x400/?Destornillador,Pro,Pta,Gabinete,1/8,X,4,Stanley,Stht69104"
272063,"https://source.unsplash.com/400x400/?Pintura,Aerosol,Epoxy,Para,Electrodomésticos,Acero,Inoxidable,Rust,Oleum"
019-1130,"https://source.unsplash.com/400x400/?Cortadora,De,Césped,Eléctrica,Hyundai,Mod.,Hysm5602,1.5,Hp,Azul"
6521,"https://source.unsplash.com/400x400/?Pinza,Pico,De,Loro,9,1/2,,Bahco,"
262160,"https://source.unsplash.com/400x400/?Aerosol,U.cover,2x,Rosa,Intenso,Brillante,340gr"
4101198,"https://source.unsplash.com/400x400/?Taladro,Percutor,Reversible,Bosch,Gsb,20-2,Re"
HGMG01-XL,"https://source.unsplash.com/400x400/?Ff,Guantes,Mecánico,Trabajo,Taller,Micro,Fibra,Ingco,Hgmg01"
39518,"https://source.unsplash.com/400x400/?Sierra,Ingletadora,Telescópica,Einhell,Expert,Te,Sm,254,Dual,De,50hz,1.8kw"
019-6412,"https://source.unsplash.com/400x400/?Sierra,De,Mesa,Hyundai,1800w"
iw1122,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,9/32,"
HKNS28035,"https://source.unsplash.com/400x400/?Trincheta,Cutter,100mm,Ingco,Hkns28035,+,Repuesto,Hoja,18mm"
019-1000,"https://source.unsplash.com/400x400/?Motosierra,A,Nafta,Hyundai,45cc,Azul/negro,Turbo,400,2.4hp"
IE6200/8/220,"https://source.unsplash.com/400x400/?Soldadora,Inverter,Electrodo,200a,Gladiator,"
69-253,"https://source.unsplash.com/400x400/?Llaves,Bristol,Stanley,Jgo,10,Pc,1.5,10mm,"
Hpwr16008,"https://source.unsplash.com/400x400/?Hidrolavadora,1600w,140bar,Motor,Hpwr16008,-,Smf,Color,Naranja,Claro,Frecuencia,50,60hz"
802-5010,"https://source.unsplash.com/400x400/?Llave,Combinada,6,Mm,Gedore,Color,Gris"
79579,"https://source.unsplash.com/400x400/?Equipo,De,Pintura,Tolsen,Pulverizador,800ml,650w,1.8/2.6,-sc"
FBLI20021,"https://source.unsplash.com/400x400/?Bateria,4ah,Litio,20v,Volt,Ingco,Para,Linea,Multiple,Herrami"
015-75814,"https://source.unsplash.com/400x400/?Mecha,Sierra,Copa,Tolsen,Bimetalica,114mm,Dientes,4-6tpi,-sc"
75441,"https://source.unsplash.com/400x400/?Cincel,Plano,Sds-plus,14mm,X,250mm,Tolsen,75441"
STHT33989,"https://source.unsplash.com/400x400/?Cinta,Métrica,Basic,5m,Stanley,Stht33989-840"
FBCPK1012,"https://source.unsplash.com/400x400/?Set,1,Batería,4ah,+,1,Cargador,4ah,Ingco,P20s,Max,20v"
1802021,"https://source.unsplash.com/400x400/?Juego,De,Macho,M5,X,0.5,-,3,Pzs,-,Tres,Triangulos"
58001,"https://source.unsplash.com/400x400/?Pala,Corazón,Reforzada,215,X,290,X,1020,Tolsen"
Ciwli20501,"https://source.unsplash.com/400x400/?Llave,De,Impacto,500nm,P20s,S/bat/carg,Ingco"
466-0240,"https://source.unsplash.com/400x400/?Pincel,Para,Tintes,Y,Barnices,419,X,1,-,Atlas"
80-224,"https://source.unsplash.com/400x400/?Llave,Combinada,14mm,Stanley"
VPM55068,"https://source.unsplash.com/400x400/?Bomba,Periferica,0.75,Hp,550w,Ingco,Vpm5508,Altura,45,Mt,Cau"
WHLL3AAA5,"https://source.unsplash.com/400x400/?Linterna,Frontal,100,Lumenes,Alcance,91m,Ipx4,Whll3aaa5,Blanco,Azul"
015-15004,"https://source.unsplash.com/400x400/?Llave,Francesa,Ajustable,300,Mm,12,Pulgadas,Tolsen,15004"
262162,"https://source.unsplash.com/400x400/?Pintura,Aerosol,Ultra,Cover,Colores,340,Ml,Rust,Oleum,Color,Verde,Lima"
2190,"https://source.unsplash.com/400x400/?Candado,Papaiz,40mm"
387575,"https://source.unsplash.com/400x400/?Aerosol,Ultra,Cover,5,En,1,R.oleum,Gris,Niebla,Brillante"
Akdl10801,"https://source.unsplash.com/400x400/?Set,8,Fresas,Rotativas,Carburo,Tungsteno,6mm,Ingco,Akdl10801"
SOCRM020225MAA,"https://source.unsplash.com/400x400/?Mayorlux,Brillante,Marron,Afri,225ml"
2624,"https://source.unsplash.com/400x400/?Cuchara,Albañil,7'',,Pacetta"
019-1050,"https://source.unsplash.com/400x400/?Desmalezadora,Hyundai,Hybc330"
57213,"https://source.unsplash.com/400x400/?Manguera,Riego,Reforzada,1/2x30,Metros,400,Psi,Tolsen,57213,Amarillo"
10210,"https://source.unsplash.com/400x400/?Prensa,Esquinera,Escuadra,Carpintero,Encuadrar,90º,Tolsen"
DM360011,"https://source.unsplash.com/400x400/?Multimetro,Digital,Industrial,2000,Cuentas,600v,Ingco"
CIRLI2028,"https://source.unsplash.com/400x400/?Atornillador,De,Impacto,A,Bateria,20v,P20s"
390368,"https://source.unsplash.com/400x400/?Sierra,Copa,Stronger,Con,Dientes,De,Widia,40mm"
40539004,"https://source.unsplash.com/400x400/?Set,De,7,Bocallaves,Tubos,Torx,Hembra,1/4,Acero,Truper,10027,Color,Plateado"
548-0700,"https://source.unsplash.com/400x400/?Sierra,Copa,Corte,Profundo,Deep,Cut,25,Mm,Starrett"
SI01610,"https://source.unsplash.com/400x400/?Soldador,Estaño,Lapiz,120w,Ingco,Si01610"
Wwb2141,"https://source.unsplash.com/400x400/?Carro,De,Carga,200kg,Ruedas,Neumaticas,Wwb2141,Wadfow,Color,Azul"
WVC2B15,"https://source.unsplash.com/400x400/?Calibre,150mm,Wadfow,Wvc1b15,G,P"
HHL013AAA8,"https://source.unsplash.com/400x400/?Linterna,Vincha,Minero,Led,200,Lumenes,Hhl013aaa8,Ingco,Blanco,Naranja,Claro"
AGCRM004004TUR,"https://source.unsplash.com/400x400/?Mayocryl,Pintura,Color,Turquesa,4lt"
COS223558,"https://source.unsplash.com/400x400/?Sensitiva,14,2200w,355mm,Ingco,Cos223558,-,Smf,Color,Naranja,Claro"
DWE490,"https://source.unsplash.com/400x400/?Amoladora,Angular,Dewalt,Dwe490,De,50 hz/60 hz,Color,Amarillo,2200 w,220 v"
277-0309,"https://source.unsplash.com/400x400/?Sierra,Circular,Eléctrica,Makita,185mm,1600w"
H7160rm/220,"https://source.unsplash.com/400x400/?Hidrolavadora,Forest,&,Garden,H7160rm/220,160,Bar,2200w,Color,Verde,50/60,Hz"
iw1129,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,25/64,"
WKR1G50,"https://source.unsplash.com/400x400/?Sopapa,Para,Vidrios,Doble,Ventosa,50,Kg,Wadfow,Wkr1g50"
CGSLI20851,"https://source.unsplash.com/400x400/?Mini,Motosierra,A,Bateria,20v,Ingco,Cgsli20851"
rs8008,"https://source.unsplash.com/400x400/?Sierra,Sable,Ingco,750w,Corte,Medera,Metal,Aluminio,Yeso,900"
7030-250,"https://source.unsplash.com/400x400/?Cadena,P/motosierra,40cm,325,,1.6,Stihl,-,Ferreteria,Armhel"
MC14068,"https://source.unsplash.com/400x400/?Sierra,Cortadora,Ceramica,Electrica,Ingco,1400w,Mc14008,Lnf"
IW1175,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,0.8,Mm."
262154,"https://source.unsplash.com/400x400/?Aerosol,U.cover,2x,Barniz,Brillante,340gr"
COSLI241196,"https://source.unsplash.com/400x400/?Kit,Ingco,Llave,Crique,+,Pistola,Calor,+,Lint,Cosli241196"
B20-2N,"https://source.unsplash.com/400x400/?Batería,Recargable,20v,De,2ah,Para,Herramientas,Ne,B20-2n"
015-15237,"https://source.unsplash.com/400x400/?Llave,Con,Criquet,Cabeza,Movil,11mm,Tolsen"
15148,"https://source.unsplash.com/400x400/?Soldadora,Mma-domus,171e,Deca"
390374,"https://source.unsplash.com/400x400/?Sierra,Copa,Stronger,Con,Dientes,De,Widia,125mm"
19-013,"https://source.unsplash.com/400x400/?Caja,De,Herramientas,Stanley,19013,Plástico,19,Cierre,Metal,Negro"
COS243558,"https://source.unsplash.com/400x400/?Sierra,Sensitiva,14,,,2400w,Ingco,Cos243558"
iw1374,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,19,Mm"
WVA3560,"https://source.unsplash.com/400x400/?Cinta,Warning,Anti,Deslizante,,5mt,X,50mm,Wadfow"
180506,"https://source.unsplash.com/400x400/?,Macho,Semiconico,3/8,X,16,Hilos,(1,Unidad),Tres,Triangulos"
2956001,"https://source.unsplash.com/400x400/?Motosierra,Ms310,Rollomatic,Stihl"
HKISSD12102L,"https://source.unsplash.com/400x400/?Kit,Juego,Dados,De,Impacto,Largo,1/2,10,Piezas,Ingco"
IW1225,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,3.25,Mm"
TB41067,"https://source.unsplash.com/400x400/?Mecha,Alta,Hss,Largas,Lenox,2.0,X,85mm"
180305,"https://source.unsplash.com/400x400/?Juego,De,Macho,Unf,1/2,X,20,Hilos,,3,Pzs,-,Tres,Triangulos"
COSLI250381,"https://source.unsplash.com/400x400/?Super,Combo,9,Herramientas,Inalámbricas,Ingco,20v,+,Maleta"
426671,"https://source.unsplash.com/400x400/?Fresa,Widia,Para,Cantear,1-1/8,,Stronger,"
0040015,"https://source.unsplash.com/400x400/?Mayorcryl,Pintura,Color,Verde,Musgo,4lt"
STHT77404,"https://source.unsplash.com/400x400/?Detector,Metal/madera,1.1/2,Cables,2,Stanley"
VC13301,"https://source.unsplash.com/400x400/?Aspiradora,30lts,1300w,Ingco,Vc13301,Plateado"
HGMG01-XL,"https://source.unsplash.com/400x400/?Guantes,Mecánico,Trabajo,Taller,Micro,Fibra,Ingco"
42172300,"https://source.unsplash.com/400x400/?Fresa,Para,Router,Moldadura,Clasica,1-1/8,Truper,"
015-76840,"https://source.unsplash.com/400x400/?Accesorios,Para,Multifuncion,4,Piezas,Tolsen"
TB41090,"https://source.unsplash.com/400x400/?Mecha,Alta,Hss,Largas,Lenox,3.5,X,112mm"
5085,"https://source.unsplash.com/400x400/?Talhadeira,Sextavada,10,X,250,Mm,Tramontina"
84-021,"https://source.unsplash.com/400x400/?Alicates,De,Bomba,De,Agua,Ajustables,De,12,Pulgadas,Stanley"
STHT10323,"https://source.unsplash.com/400x400/?Trincheta,18mm.,Stanley,C/1,Hoja"
15472,"https://source.unsplash.com/400x400/?Serruchos,Stanley-luctador,22,,C/madera"
iw1160,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,7/8,"
10400,"https://source.unsplash.com/400x400/?Set,,3,Alicates,Tolsen"
STXH2000,"https://source.unsplash.com/400x400/?Pistola,De,Calor,1800w,Stanley"
Hkts14201,"https://source.unsplash.com/400x400/?Juego,Dados,1/4,X,20,Pcs,Ingco,Hkts14201"
Cwli20881,"https://source.unsplash.com/400x400/?Linterna,A,Bateria,Led,20v,C/bat,Y,Carg,Ingco"
33004,"https://source.unsplash.com/400x400/?Corta,Caños,3,-,28,Mm,Tolsen,33004"
54190,"https://source.unsplash.com/400x400/?Martillo,De,Bola,Stanley,340grs.,C/madera"
86-970,"https://source.unsplash.com/400x400/?Llave,Combinada,Stanley,86-970"
180710,"https://source.unsplash.com/400x400/?Dado,Terraja,3,Triangulos,1/8,X40c1,,Bsw"
52211,"https://source.unsplash.com/400x400/?Limpiador,Multiusos,(controles,,Carcasas)"
015-75866,"https://source.unsplash.com/400x400/?Set,Sierra,Copa,Bimetalica,8pcs,64-127"
390372,"https://source.unsplash.com/400x400/?Sierra,Copa,Stronger,Con,Dientes,De,Widia,90mm"
4111546,"https://source.unsplash.com/400x400/?Sierra,Circular,Eléctrica,Bosch,Gks,130,184mm,1.3kw,Azul"
25160,"https://source.unsplash.com/400x400/?Martillo,Británico,Acero,Industrial,27,Mm,Tolsen,25160"
322652,"https://source.unsplash.com/400x400/?Pintura,Esmalte,Al,Agua,Brillante,Blanco,Rust,Oleum,X946ml"
426645,"https://source.unsplash.com/400x400/?Fresa,Widia,Para,Biselar,13/16,,Stronger"
015-20051,"https://source.unsplash.com/400x400/?Juego,10,Llaves,Allen,Hexagonales,Tolsen,Negro"
ID11008,"https://source.unsplash.com/400x400/?Taladro,13mm,Ingco,Id11008,Percutor,1100w"
262173,"https://source.unsplash.com/400x400/?Aerosol,Gris,Oscuro,Brillante,Ultra,Cover,Rust-oleum"
AGCRM004004SAL,"https://source.unsplash.com/400x400/?Mayorcryl,Color,Salmon,4lt"
015-15138,"https://source.unsplash.com/400x400/?Juego,De,1/4,Tubos,,Alargues,,Con,Crique,46pcs,Tolsen,15138"
STPP7502,"https://source.unsplash.com/400x400/?Cepillo,Eléctrico,De,Mano,Stanley,Profesional,Stpp7502,8.2cm,Amarillo"
42172190,"https://source.unsplash.com/400x400/?Fresa,Para,Router,Cola,De,Pato,1/2,Truper,-ferreteria,Armhel"
SSB644D,"https://source.unsplash.com/400x400/?Sierras,Para,Sierra,Sable,Madera,Repuesto,Pack,X2,Ingco"
806-5440,"https://source.unsplash.com/400x400/?Llave,Estriada,C/criquet,4r-17x19"
015-30022,"https://source.unsplash.com/400x400/?Tijera,Chapa,Recta,10,/250,Mm,Tolsen"
69-106,"https://source.unsplash.com/400x400/?Destornillador,Pro,Punta,Plana,1/8'x6',Stanley,Stht69106"
AG90028,"https://source.unsplash.com/400x400/?Amoladora,Angular,4,1/2,900w,Ingco,Ag90028,Color,Naranja,Frecuencia,50,Hz/60,Hz"
IW1851,"https://source.unsplash.com/400x400/?Broca,Para,Madera,De,3,Puntas,C/10,,3,Puntas,,Iw1851,Irwin"
272132,"https://source.unsplash.com/400x400/?Aerosol,Rust-oleum,Fluorescente,Color,Rosa,Neon,440,Ml,Interior,Exterior"
79579,"https://source.unsplash.com/400x400/?Equipo,De,Pintura,Tolsen,Pulverizador,800ml,650w,1.8/2.6,-sc"
55123,"https://source.unsplash.com/400x400/?Candado,Con,Clave,Combinacion,30mm,Tolsen"
15150,"https://source.unsplash.com/400x400/?Juego,Tubos,Crique,14pz,Enc,1/4,Tolsen,15150"
25035,"https://source.unsplash.com/400x400/?Maceta,De,Goma,450,Gr.,Tolsen"
40608950,"https://source.unsplash.com/400x400/?Disco,4,1/2'',Multiprop.,Truper,Multi,Material,Madera,Metal,Naranja"
019-0805,"https://source.unsplash.com/400x400/?Hidrolavadora,Eléctrica,Hyundai,Hyew65-1600,Azul,De,1.6kw,Con,120bar,De,Presión,Máxima,-,50hz/60hz,50,Hz/60,Hz"
262165,"https://source.unsplash.com/400x400/?Aerosol,Azul,Profundo,Ultra,Cover,Rust-oleum,"
SO513/220,"https://source.unsplash.com/400x400/?Soplador,Electrico,2000w,,13,Unidades,De,Barrido"
40332505,"https://source.unsplash.com/400x400/?Caja,Organizadora,17,Comp,Truper,"
SXH1530,"https://source.unsplash.com/400x400/?Termofusora,1500w,Stanley,6,Sxh1530"
ASG3101,"https://source.unsplash.com/400x400/?Pistola,Pintar,Succion,Tacho,Metal,1,Lt.,1.5mm,Ingco,Asg3101,Color,Plateado"
262194,"https://source.unsplash.com/400x400/?Pintura,Rust,Oleum,Ultra,2x,Satinado,Nuez,Moscada,Satinada"
AKDB3055,"https://source.unsplash.com/400x400/?Mechas,Concreto,Pared,Set,5,Pzas,Ingco"
019-6612,"https://source.unsplash.com/400x400/?Cepillo,Garlopa,Hyundai,De,Carpintero,900w,Hp0612"
75451,"https://source.unsplash.com/400x400/?Punta,Cincel,Plano,Demoledor,Hexag.,Tolsen,17x280x22mm"
42172325,"https://source.unsplash.com/400x400/?Fresa,Para,Router,Pecho,Paloma1-3/8,Truper"
SOCRM020225BLA,"https://source.unsplash.com/400x400/?Mayorlux,Brillante,Blanco,225,Ml"
Hax0811000,"https://source.unsplash.com/400x400/?Hacha,De,Mano,Mango,Fibra,De,Vidrio,1000gr,Ingco"
AGCRM004004GPI,"https://source.unsplash.com/400x400/?Mayorcryl,Color,Gris,Piedra,4lt"
COSLL0401,"https://source.unsplash.com/400x400/?Nivel,Laser,35m,+,Medidor,De,Distancia,75m,Ingco,Cosll0401"
015-10204,"https://source.unsplash.com/400x400/?Prensa,Tipo,F,Liberación,Rápida,12,Pulgadas,Tolsen"
277-0205,"https://source.unsplash.com/400x400/?Lijadora,De,Banda,Makita,9910,-,3,X,18,Color,Turquesa"
377268,"https://source.unsplash.com/400x400/?Pintura,Esmalte,Rust-oleum,Almendra,Aerosol,Para,Electrodomésticos"
43990160,"https://source.unsplash.com/400x400/?Guardapolvo,Con,Funda,100,Cm,,Café,,Hermex,46363,Color,Marrón,Oscuro,Liso"
441-2060,"https://source.unsplash.com/400x400/?,Hoja,Tela,Esmeril,Norton,Grano,120,(x5unidades)"
69-257,"https://source.unsplash.com/400x400/?Juego,De,Llaves,Allen,Con,Punta,Redonda,12ud,Stanley,69-257,Color,Plateado"
4111546,"https://source.unsplash.com/400x400/?Sierra,Circular,7.1/4,1300w.,Bosch,Gks130,Color,Azul,Frecuencia,50"
015-33505,"https://source.unsplash.com/400x400/?Extractor,Tornillos,Tolsen,5,Pcs"
BDER0100,"https://source.unsplash.com/400x400/?Lijadora,Roto,Orbital,Black+decker,Bdero100,Con,Sistema,Velcro,Naranja,50hz,180w,50,Hz"
PM618,"https://source.unsplash.com/400x400/?Pulverizador,Mochila,Manual,18,Lts,Forest,&,Garden,K37,Anticorrosivo,Verde"
426695,"https://source.unsplash.com/400x400/?Fresa,Widia,Para,Moldurar,Interior,1,,Stronger"
019-5680,"https://source.unsplash.com/400x400/?Atornillador,De,Impacto,Hyundai,(no,Incluye,Cargador,Ni,Bat)"
015-20007,"https://source.unsplash.com/400x400/?Destornillador,Phillips,Ph,1,X,100,Mm,Imantado,Tolsen,20007"
69-169,"https://source.unsplash.com/400x400/?Juego,Destornill,Stanley,Pro,4p,Bliste"
35434,"https://source.unsplash.com/400x400/?Esmalte,En,Aerosol,400ml,Franca,-,Mate,Brillante,Y,Satinados,Color,Negro,Brillante"
25158,"https://source.unsplash.com/400x400/?Martillo,,Uña,Cabo,De,Fibra,25,Mm,Tolsen"
548-0140,"https://source.unsplash.com/400x400/?Sierra,Copa,Diamantada,40mm,Con,Vástago,150mm,Starrett"
40429690,"https://source.unsplash.com/400x400/?Cinta,De,Aluminio,48mm,X,10m,Truper®,Adhesivo"
335346,"https://source.unsplash.com/400x400/?Aerosol,Gris,Envejecido,Chalked,Rust-oleum"
35489,"https://source.unsplash.com/400x400/?Escalera,Aluminio,8,Escalones,E1208/e2008,Franca"
CIDLI20768,"https://source.unsplash.com/400x400/?Taladro,Atornillador,Percutor,76nm,Bat/carg,Ingco,Cidli20768,Amarillo,50/60hz"
015-10206,"https://source.unsplash.com/400x400/?Prensa,Tipo,F,Liberación,Rápida,18,Pulgadas,Tolsen,10206"
MS 172,"https://source.unsplash.com/400x400/?Motosierra,Stihl,Ms,172,Naranja,40cm,2.029,Hp,31,8cc,Color,Naranja/blanco"
AG24008,"https://source.unsplash.com/400x400/?Amoladora,Angular,2400w,Ingco,230mm,Diametro,Disco,Color,Amarillo,Frecuencia,50hz,60,Hz"
40332490,"https://source.unsplash.com/400x400/?Caja,De,Herramientas,Organizador,18,Compartimientos,Truper,Negro"
DW00712,"https://source.unsplash.com/400x400/?Mechas,Dewalt,160,X,12mm,Sds,Plus,Pvc,A/s"
015-15002,"https://source.unsplash.com/400x400/?Llave,Francesa,Ajustable,200,Mm,8,Pulgadas,Tolsen,15002"
262158,"https://source.unsplash.com/400x400/?Pintura,Aerosol,Ultra,Cover,Colores,340,Ml,Rust,Oleum,Rex,Color,Amarillo,Sol,Brillante"
351544,"https://source.unsplash.com/400x400/?Aerosol,U.cover,Rojo,Ciruela,Ultra,Mate,340gr,Rust,Oleum"
372487,"https://source.unsplash.com/400x400/?Aerosol,R.oleum,Efecto,Marmol,Blanco,"
015-35059,"https://source.unsplash.com/400x400/?Nivel,Torpedo,Plástico,Y,Aluminio,22.5,C,Tolsen"
805-5280,"https://source.unsplash.com/400x400/?Llave,Fija,6e,,1.,1/16,-,1.,1/8,Gedore,"
802-5150,"https://source.unsplash.com/400x400/?Llave,Combinada,20mm,Gedore,Color,Cromo"
39328,"https://source.unsplash.com/400x400/?Sierra,Caladora,De,Banco,Einhell,Tc-ss,405,120w,Vel,Variable"
180426,"https://source.unsplash.com/400x400/?Juego,De,Macho,Npt,1/4,X,18,Hilos,,2,Pzs,-,Tres,Triangulos"
42-294,"https://source.unsplash.com/400x400/?Nivel,Torpedo,8'',3,Gotas,Stanley,42-294"
STHT51391-40,"https://source.unsplash.com/400x400/?Martillo,Carpintero,Stanley,16oz,Mango,Fibra,Vidrio"
DW00710,"https://source.unsplash.com/400x400/?Mechas,Dewalt,210,X,10mm,Sds,Plus,Pvc,A/s"
810-0041,"https://source.unsplash.com/400x400/?Llave,Estriada,Golpe,306,Gedore,41mm"
015-15119,"https://source.unsplash.com/400x400/?Llave,De,Tubo,Con,Criquet,Encastre,1/2,Ind,Tolsen,15120"
600,"https://source.unsplash.com/400x400/?Pegamento,La,Gotita,Tamaño,Profesional,10ml"
015-38013,"https://source.unsplash.com/400x400/?Kit,X,6,Destornillador,Dielectrico,1000v,Tolsen,38013"
33006,"https://source.unsplash.com/400x400/?Corta,Caños,6,-,64,Mm,Tolsen,33006"
DW1793,"https://source.unsplash.com/400x400/?Mecha,Copa,Escalonadas,Dewalt,4-12mm,7,Medidas"
LI812,"https://source.unsplash.com/400x400/?Llave,De,Impacto,Gladiator,Pro,1/2,,350w"
7881,"https://source.unsplash.com/400x400/?Aerosol,Rust,Oleum,Epoxi,Blanco,X,340,Cc"
180869,"https://source.unsplash.com/400x400/?Dado,Terraja,,5/8,X,14(hilos),X,2,Bsp,3t,"
426604,"https://source.unsplash.com/400x400/?Fresa,Widia,Para,Ranurar,5/8,,Stronger,"
44912,"https://source.unsplash.com/400x400/?Escuadra,Magnetica,Para,Soldadura,125,Mm,34kg,Tolsen,44912"
46039,"https://source.unsplash.com/400x400/?Escuadra,Básica,10,,(254mm),Stanley"
441-0020,"https://source.unsplash.com/400x400/?Lija,Al,Agua,Norton,Grano,80,X10u"
015-75158,"https://source.unsplash.com/400x400/?Mecha,Hss,Para,Taladro,Tolsen,5.0,Mm,5%,Cobalto,Industrial"
272049,"https://source.unsplash.com/400x400/?Pintura,Aerosol,Rust,Oleum,Specialty,Esmerilado,Vidrio,312g,Color,Transparente"
HRHT042301D,"https://source.unsplash.com/400x400/?Rodillo,23cm,Ingco,Hrht282302"
HTBG09,"https://source.unsplash.com/400x400/?Bolso,Industrial,Porta,Herramientas,Ingco,Htbg09,Color,Único,Color"
HWSP851,"https://source.unsplash.com/400x400/?Alicate,Pela,Cable,De,8.5,Marca,Ingco,215,Mm,Industrial"
CSLI16521,"https://source.unsplash.com/400x400/?Sierra,Circular,A,Bateria,165mm,+,Bateria,+,Cargador"
30-626,"https://source.unsplash.com/400x400/?Flexómetro,Global,Plus,Stanley,8,Metros"
g650,"https://source.unsplash.com/400x400/?Amoladora,Angular,Black+decker,G650,De,60 hz,Color,Naranja,650 w,220 v"
43100,"https://source.unsplash.com/400x400/?Remachadora,Acordeon,Fuelle,32,,Tolsen"
iw1368,"https://source.unsplash.com/400x400/?Mecha,Alta,Velocidad,Hss,Irwin,17.5,Mm"
40539364,"https://source.unsplash.com/400x400/?Juego,De,Dados,Con,39,Piezas,Para,Mecanica,Pretul,Set-39"
33005,"https://source.unsplash.com/400x400/?Corta,Caños,3,-,32,Mm,Tolsen,33005"
TB41061,"https://source.unsplash.com/400x400/?Mecha,Alta,Hss,Largas,Lenox,1.5,X,70mm"
2186,"https://source.unsplash.com/400x400/?Candado,Papaiz,20mm,Color,Dorado"
297-0021,"https://source.unsplash.com/400x400/?Disco,De,Diamante,Liso,Para,Gres,Porcelánico,200,Mm,-,Tt200em,Norton,Silver,Color,Plateado"
3956-002,"https://source.unsplash.com/400x400/?Llaves,Allen,1000v,6mm,-,Armhel"
31033,"https://source.unsplash.com/400x400/?Llave,Fija,1000v,Bahco,22mm,"
136-0440,"https://source.unsplash.com/400x400/?Quijada,Cortabulon,Record,18,,918,"
803-5030,"https://source.unsplash.com/400x400/?Llave,Combinada,Gedore,3/8,Cromo,Vanadio,Prism,Crush,Silver"
42073,"https://source.unsplash.com/400x400/?Nivel,Aluminio,Stanley,18,(stht42073-la)"
426700,"https://source.unsplash.com/400x400/?Fresa,Widia,Moldurar,Copiador,1,,Stronger"
CAGLI7601,"https://source.unsplash.com/400x400/?Mini,Amoladora,Total,3,P20s,Multifunción,Sin,Bat,Sin,Carg,Ing,Color,Azul"
015-45040,"https://source.unsplash.com/400x400/?Guante,Anticorte,Tolsen,9,Pulgadas,Nivel,5,Palma,Recubierta,Gris"
426678,"https://source.unsplash.com/400x400/?Fresa,Widia,P/redondeo,Copiador,1,1/8,,,Stronger"
015-75738,"https://source.unsplash.com/400x400/?Sierra,Copa,Tolsen,Bimetalica,38mm,Hss,Corte,De,38mm,-,Sc"
180555,"https://source.unsplash.com/400x400/?,Macho,Semiconico,5/16,X,24,Hilos,(1,Unidad),Tres,Triangulos"
HRUH8940,"https://source.unsplash.com/400x400/?Martillo,De,Goma,40mm,Ingco,Hruh8940"
10199,"https://source.unsplash.com/400x400/?Prensa,Pinza,Para,Modulos,Pantallas,De,Celular,Tolsen,10199"
